,Unnamed: 0,tanggal,Team,position,menit,shotTotal,shotOnTarget,yellowCard,redCard,touches,press,tackle,intercept,blocks,shotCreation,goalCreation,passComplete,passAttempt,passProgresive,carries,carries>5yard,DribblesSucces,Dribbles.1,Nama,goal,Kemasukan,Minggu,homeAway,Starting 11,KlasemenTimMusuh
6511,6511,2021-10-30,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,0.0,27.0,0.0,0.0,0.0,Kasper-Schmeichel,0,2,10,0,,8
6512,6512,2021-11-07,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,44.0,0.0,21.0,0.0,0.0,0.0,Kasper-Schmeichel,1,1,11,1,,9
6513,6513,2021-11-20,Leicester City,GK,90.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.0,0.0,21.0,0.0,0.0,0.0,Kasper-Schmeichel,0,3,12,0,,4
6514,6514,2021-11-28,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,41.0,0.0,13.0,0.0,0.0,0.0,Kasper-Schmeichel,4,2,13,0,,30
6515,6515,2021-12-01,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,49.0,0.0,30.0,0.0,0.0,0.0,Kasper-Schmeichel,2,2,14,1,,15
6516,6516,2021-12-05,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,8.0,0.0,0.0,0.0,Kasper-Schmeichel,1,2,15,1,,11
6517,6517,2021-12-12,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,13.0,0.0,0.0,0.0,Kasper-Schmeichel,4,0,16,0,,12
6518,6518,2021-12-26,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,0.0,12.0,0.0,0.0,0.0,Kasper-Schmeichel,3,6,19,1,,1
6519,6519,2021-12-28,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,36.0,0.0,10.0,0.0,0.0,0.0,Kasper-Schmeichel,1,0,20,0,,3
6520,6520,2022-01-19,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,40.0,0.0,21.0,0.0,0.0,0.0,Kasper-Schmeichel,2,3,17,0,,7
6521,6521,2022-01-23,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,0.0,12.0,0.0,0.0,0.0,Kasper-Schmeichel,1,1,23,0,,16
6522,6522,2022-02-10,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,11.0,0.0,0.0,0.0,Kasper-Schmeichel,0,2,24,1,,3
6523,6523,2022-02-13,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0,16.0,0.0,0.0,0.0,Kasper-Schmeichel,2,2,25,0,,6
6524,6524,2022-02-20,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,1.0,9.0,1.0,0.0,0.0,Kasper-Schmeichel,1,2,26,1,,13
6525,6525,2022-03-01,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,29.0,0.0,13.0,0.0,0.0,0.0,Kasper-Schmeichel,2,0,22,1,,17
6526,6526,2022-03-05,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,35.0,0.0,20.0,0.0,0.0,0.0,Kasper-Schmeichel,1,0,28,0,,9
6527,6527,2022-03-13,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,31.0,0.0,16.0,0.0,0.0,0.0,Kasper-Schmeichel,0,2,29,1,,8
6528,6528,2022-03-20,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,40.0,0.0,19.0,0.0,0.0,0.0,Kasper-Schmeichel,2,1,30,0,,29
6529,6529,2022-04-02,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,0.0,13.0,0.0,0.0,0.0,Kasper-Schmeichel,1,1,31,1,,2
6530,6530,2022-04-10,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,0.0,14.0,0.0,0.0,0.0,Kasper-Schmeichel,2,1,32,0,,14
6531,6531,2022-04-17,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,0.0,9.0,0.0,0.0,0.0,Kasper-Schmeichel,1,2,33,1,,12
6532,6532,2022-04-20,Leicester City,GK,90.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,40.0,0.0,17.0,0.0,0.0,0.0,Kasper-Schmeichel,1,1,18,1,,10
6533,6533,2022-04-23,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,0.0,9.0,0.0,0.0,0.0,Kasper-Schmeichel,0,0,34,0,,11
6534,6534,2022-05-01,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,0.0,11.0,0.0,0.0,0.0,Kasper-Schmeichel,1,3,35,1,,7
6535,6535,2022-05-08,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,0.0,14.0,0.0,0.0,0.0,Kasper-Schmeichel,1,2,36,0,,10
6536,6536,2022-05-11,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,1.0,12.0,0.0,0.0,0.0,Kasper-Schmeichel,3,0,21,0,,28
6537,6537,2022-05-19,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,37.0,0.0,16.0,0.0,1.0,1.0,Kasper-Schmeichel,1,1,27,1,,4
6538,6538,2022-05-22,Leicester City,GK,90.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,31.0,0.0,12.0,0.0,0.0,0.0,Kasper-Schmeichel,4,1,38,0,,15
6539,6539,2021-08-14,Leicester City,CM,90.0,1.0,1.0,0.0,0.0,95.0,9.0,4.0,1.0,2.0,2.0,0.0,72.0,86.0,4.0,63.0,5.0,1.0,1.0,Youri-Tielemans,1,0,1,0,0.0,13
6540,6540,2021-08-23,Leicester City,DM,90.0,2.0,1.0,0.0,0.0,60.0,10.0,2.0,2.0,2.0,2.0,1.0,38.0,48.0,5.0,48.0,3.0,0.0,0.0,Youri-Tielemans,1,4,2,1,0.0,6
6541,6541,2021-08-28,Leicester City,DM,90.0,1.0,0.0,0.0,0.0,78.0,9.0,2.0,1.0,3.0,1.0,0.0,53.0,68.0,10.0,48.0,7.0,0.0,0.0,Youri-Tielemans,2,1,3,1,0.0,28
6542,6542,2021-09-11,Leicester City,DM,90.0,0.0,0.0,0.0,0.0,52.0,21.0,0.0,0.0,1.0,0.0,0.0,35.0,42.0,2.0,32.0,2.0,0.0,0.0,Youri-Tielemans,0,1,4,0,0.0,1
6543,6543,2021-09-19,Leicester City,CM,90.0,5.0,0.0,0.0,0.0,83.0,12.0,3.0,0.0,2.0,4.0,1.0,55.0,67.0,13.0,60.0,9.0,0.0,1.0,Youri-Tielemans,1,2,5,1,0.0,16
6544,6544,2021-09-25,Leicester City,CM,90.0,5.0,0.0,0.0,0.0,90.0,11.0,1.0,0.0,1.0,8.0,1.0,66.0,77.0,18.0,72.0,10.0,1.0,1.0,Youri-Tielemans,2,2,6,0,0.0,17
6545,6545,2021-10-03,Leicester City,DM,90.0,1.0,1.0,1.0,0.0,58.0,12.0,0.0,0.0,3.0,1.0,0.0,31.0,46.0,4.0,27.0,0.0,1.0,1.0,Youri-Tielemans,2,2,7,1,0.0,14
6546,6546,2021-10-16,Leicester City,DM,90.0,4.0,2.0,0.0,0.0,87.0,30.0,2.0,1.0,5.0,6.0,0.0,63.0,79.0,7.0,58.0,8.0,2.0,3.0,Youri-Tielemans,4,2,8,0,0.0,2
6547,6547,2021-10-24,Leicester City,DM,90.0,1.0,1.0,0.0,0.0,63.0,20.0,2.0,1.0,1.0,5.0,1.0,41.0,49.0,6.0,37.0,2.0,1.0,1.0,Youri-Tielemans,2,1,9,1,0.0,29
6548,6548,2021-10-30,Leicester City,DM,90.0,3.0,1.0,0.0,0.0,75.0,9.0,1.0,2.0,1.0,7.0,0.0,54.0,65.0,9.0,55.0,5.0,0.0,0.0,Youri-Tielemans,0,2,10,0,0.0,8
6549,6549,2021-11-07,Leicester City,CM,76.0,3.0,1.0,0.0,0.0,50.0,14.0,1.0,4.0,2.0,3.0,0.0,25.0,37.0,3.0,31.0,2.0,1.0,1.0,Youri-Tielemans,1,1,11,1,0.0,9
6550,6550,2021-12-12,Leicester City,DM,90.0,2.0,1.0,0.0,0.0,72.0,12.0,7.0,2.0,0.0,1.0,1.0,51.0,55.0,3.0,51.0,3.0,1.0,4.0,Youri-Tielemans,4,0,16,0,0.0,12
6551,6551,2021-12-26,Leicester City,DM,70.0,0.0,0.0,0.0,0.0,31.0,18.0,1.0,0.0,1.0,1.0,0.0,24.0,28.0,1.0,16.0,1.0,0.0,0.0,Youri-Tielemans,3,6,19,1,0.0,1
6553,6553,2022-01-19,Leicester City,DM,90.0,3.0,0.0,0.0,0.0,70.0,18.0,1.0,2.0,2.0,2.0,0.0,56.0,61.0,3.0,54.0,5.0,1.0,1.0,Youri-Tielemans,2,3,17,0,0.0,7
6554,6554,2022-01-23,Leicester City,DM,90.0,3.0,0.0,0.0,0.0,77.0,23.0,5.0,6.0,3.0,4.0,0.0,49.0,62.0,6.0,39.0,1.0,0.0,0.0,Youri-Tielemans,1,1,23,0,0.0,16
6556,6556,2022-02-13,Leicester City,CM,88.0,2.0,0.0,0.0,0.0,77.0,13.0,1.0,0.0,0.0,4.0,1.0,63.0,72.0,4.0,47.0,6.0,1.0,1.0,Youri-Tielemans,2,2,25,0,0.0,6
6557,6557,2022-02-20,Leicester City,CM,90.0,5.0,2.0,0.0,0.0,77.0,13.0,2.0,0.0,0.0,5.0,1.0,44.0,66.0,3.0,43.0,3.0,0.0,0.0,Youri-Tielemans,1,2,26,1,0.0,13
6558,6558,2022-03-01,Leicester City,CM,71.0,2.0,0.0,0.0,0.0,39.0,10.0,2.0,1.0,1.0,3.0,0.0,20.0,27.0,4.0,19.0,1.0,0.0,1.0,Youri-Tielemans,2,0,22,1,0.0,17
6559,6559,2022-03-05,Leicester City,CM,90.0,1.0,1.0,0.0,0.0,48.0,23.0,2.0,3.0,1.0,0.0,0.0,27.0,32.0,2.0,30.0,1.0,2.0,5.0,Youri-Tielemans,1,0,28,0,0.0,9
6560,6560,2022-03-20,Leicester City,DM,90.0,0.0,0.0,0.0,0.0,68.0,19.0,3.0,0.0,2.0,1.0,0.0,47.0,56.0,4.0,49.0,2.0,1.0,1.0,Youri-Tielemans,2,1,30,0,0.0,29
6561,6561,2022-04-02,Leicester City,DM,90.0,1.0,1.0,1.0,0.0,67.0,11.0,3.0,5.0,0.0,3.0,0.0,48.0,54.0,6.0,46.0,3.0,0.0,0.0,Youri-Tielemans,1,1,31,1,0.0,2
6562,6562,2022-04-10,Leicester City,DM,90.0,3.0,1.0,0.0,0.0,67.0,26.0,2.0,2.0,1.0,1.0,1.0,47.0,52.0,8.0,40.0,3.0,0.0,0.0,Youri-Tielemans,2,1,32,0,0.0,14
6563,6563,2022-04-17,Leicester City,CM,90.0,1.0,0.0,0.0,0.0,79.0,30.0,5.0,1.0,1.0,2.0,0.0,55.0,68.0,7.0,52.0,6.0,2.0,2.0,Youri-Tielemans,1,2,33,1,0.0,12
6564,6564,2022-04-20,Leicester City,DM,90.0,0.0,0.0,0.0,0.0,85.0,16.0,0.0,1.0,4.0,2.0,0.0,66.0,78.0,3.0,48.0,3.0,0.0,1.0,Youri-Tielemans,1,1,18,1,0.0,10
6565,6565,2022-04-23,Leicester City,CM,85.0,0.0,0.0,0.0,0.0,57.0,4.0,1.0,2.0,1.0,1.0,0.0,44.0,49.0,2.0,39.0,3.0,0.0,0.0,Youri-Tielemans,0,0,34,0,0.0,11
6567,6567,2022-05-08,Leicester City,CM,90.0,3.0,1.0,0.0,0.0,84.0,13.0,1.0,0.0,0.0,2.0,0.0,51.0,75.0,6.0,61.0,8.0,0.0,0.0,Youri-Tielemans,1,2,36,0,0.0,10
6568,6568,2022-05-11,Leicester City,CM,90.0,4.0,0.0,0.0,0.0,108.0,20.0,5.0,1.0,0.0,7.0,1.0,87.0,93.0,11.0,71.0,6.0,1.0,2.0,Youri-Tielemans,3,0,21,0,0.0,28
6569,6569,2022-05-15,Leicester City,CM,90.0,0.0,0.0,1.0,0.0,65.0,29.0,4.0,1.0,2.0,3.0,1.0,46.0,57.0,2.0,37.0,1.0,0.0,0.0,Youri-Tielemans,5,1,37,1,0.0,30
6570,6570,2022-05-22,Leicester City,CM,90.0,1.0,0.0,0.0,0.0,54.0,18.0,1.0,0.0,4.0,2.0,1.0,38.0,44.0,5.0,43.0,2.0,0.0,0.0,Youri-Tielemans,4,1,38,0,0.0,15
6571,6571,2021-08-14,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,95.0,6.0,1.0,1.0,2.0,0.0,0.0,80.0,88.0,0.0,76.0,1.0,0.0,0.0,Caglar-Soyuncu,1,0,1,0,0.0,13
6572,6572,2021-08-23,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,113.0,13.0,0.0,0.0,1.0,0.0,0.0,85.0,99.0,1.0,80.0,1.0,0.0,0.0,Caglar-Soyuncu,1,4,2,1,0.0,6
6573,6573,2021-08-28,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,72.0,8.0,0.0,2.0,4.0,1.0,0.0,48.0,58.0,2.0,49.0,2.0,2.0,2.0,Caglar-Soyuncu,2,1,3,1,0.0,28
6574,6574,2021-09-11,Leicester City,CB,90.0,0.0,0.0,1.0,0.0,80.0,11.0,2.0,1.0,6.0,0.0,0.0,53.0,62.0,3.0,46.0,1.0,0.0,0.0,Caglar-Soyuncu,0,1,4,0,0.0,1
6575,6575,2021-09-19,Leicester City,CB,90.0,1.0,0.0,0.0,0.0,72.0,6.0,2.0,0.0,1.0,0.0,0.0,60.0,67.0,1.0,52.0,3.0,0.0,0.0,Caglar-Soyuncu,1,2,5,1,0.0,16
6576,6576,2021-09-25,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,78.0,7.0,1.0,2.0,1.0,1.0,0.0,58.0,64.0,2.0,50.0,5.0,0.0,1.0,Caglar-Soyuncu,2,2,6,0,0.0,17
6577,6577,2021-10-03,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,52.0,10.0,5.0,3.0,0.0,0.0,0.0,34.0,42.0,0.0,21.0,1.0,0.0,0.0,Caglar-Soyuncu,2,2,7,1,0.0,14
6578,6578,2021-10-16,Leicester City,CB,90.0,2.0,1.0,0.0,0.0,59.0,7.0,2.0,3.0,0.0,0.0,0.0,45.0,49.0,3.0,31.0,2.0,0.0,0.0,Caglar-Soyuncu,4,2,8,0,0.0,2
6579,6579,2021-10-24,Leicester City,CB,67.0,0.0,0.0,1.0,0.0,42.0,10.0,3.0,4.0,4.0,0.0,0.0,24.0,30.0,1.0,25.0,1.0,0.0,0.0,Caglar-Soyuncu,2,1,9,1,0.0,29
6580,6580,2021-10-30,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,96.0,7.0,2.0,1.0,1.0,2.0,0.0,82.0,90.0,2.0,72.0,5.0,1.0,1.0,Caglar-Soyuncu,0,2,10,0,0.0,8
6581,6581,2021-11-07,Leicester City,CB,90.0,1.0,0.0,0.0,0.0,39.0,6.0,2.0,3.0,1.0,0.0,0.0,17.0,23.0,2.0,16.0,2.0,0.0,0.0,Caglar-Soyuncu,1,1,11,1,0.0,9
6582,6582,2021-11-20,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,51.0,21.0,2.0,3.0,3.0,0.0,0.0,32.0,41.0,3.0,29.0,1.0,0.0,0.0,Caglar-Soyuncu,0,3,12,0,0.0,4
6583,6583,2021-11-28,Leicester City,CB,90.0,1.0,0.0,0.0,0.0,61.0,8.0,1.0,3.0,2.0,1.0,0.0,33.0,48.0,0.0,29.0,1.0,0.0,0.0,Caglar-Soyuncu,4,2,13,0,0.0,30
6584,6584,2021-12-01,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,70.0,6.0,0.0,0.0,3.0,0.0,0.0,56.0,65.0,3.0,39.0,0.0,0.0,0.0,Caglar-Soyuncu,2,2,14,1,0.0,15
6585,6585,2021-12-05,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,78.0,8.0,1.0,0.0,0.0,1.0,0.0,67.0,75.0,2.0,56.0,4.0,0.0,0.0,Caglar-Soyuncu,1,2,15,1,0.0,11
6586,6586,2021-12-12,Leicester City,CB,90.0,0.0,0.0,1.0,0.0,71.0,4.0,2.0,3.0,4.0,0.0,0.0,41.0,55.0,2.0,37.0,3.0,2.0,2.0,Caglar-Soyuncu,4,0,16,0,0.0,12
6587,6587,2022-01-19,Leicester City,CB,90.0,1.0,0.0,0.0,0.0,78.0,21.0,2.0,2.0,2.0,0.0,0.0,62.0,69.0,2.0,56.0,1.0,0.0,0.0,Caglar-Soyuncu,2,3,17,0,0.0,7
6588,6588,2022-01-23,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,83.0,13.0,5.0,4.0,2.0,0.0,0.0,53.0,67.0,4.0,42.0,2.0,0.0,0.0,Caglar-Soyuncu,1,1,23,0,0.0,16
6589,6589,2022-02-13,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,89.0,2.0,0.0,1.0,0.0,0.0,0.0,64.0,83.0,2.0,63.0,2.0,0.0,0.0,Caglar-Soyuncu,2,2,25,0,0.0,6
6590,6590,2022-02-20,Leicester City,CB,90.0,0.0,0.0,1.0,0.0,80.0,11.0,2.0,3.0,2.0,1.0,0.0,67.0,71.0,3.0,54.0,0.0,0.0,0.0,Caglar-Soyuncu,1,2,26,1,0.0,13
6591,6591,2022-03-01,Leicester City,CB,90.0,1.0,0.0,0.0,0.0,69.0,10.0,2.0,0.0,2.0,2.0,0.0,41.0,56.0,0.0,27.0,2.0,1.0,1.0,Caglar-Soyuncu,2,0,22,1,0.0,17
6592,6592,2022-03-05,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,75.0,11.0,5.0,3.0,2.0,0.0,0.0,51.0,60.0,1.0,39.0,1.0,0.0,0.0,Caglar-Soyuncu,1,0,28,0,0.0,9
6593,6593,2022-03-13,Leicester City,CB,90.0,1.0,0.0,1.0,0.0,90.0,8.0,0.0,0.0,4.0,0.0,0.0,78.0,84.0,1.0,71.0,2.0,0.0,0.0,Caglar-Soyuncu,0,2,29,1,0.0,8
6594,6594,2022-03-20,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,66.0,10.0,1.0,0.0,2.0,0.0,0.0,47.0,55.0,1.0,41.0,1.0,0.0,0.0,Caglar-Soyuncu,2,1,30,0,0.0,29
6595,6595,2022-04-10,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,88.0,6.0,1.0,3.0,2.0,2.0,0.0,70.0,78.0,4.0,64.0,5.0,0.0,1.0,Caglar-Soyuncu,2,1,32,0,0.0,14
6596,6596,2022-04-17,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,93.0,10.0,3.0,3.0,0.0,0.0,0.0,71.0,78.0,4.0,63.0,1.0,0.0,0.0,Caglar-Soyuncu,1,2,33,1,0.0,12
6597,6597,2022-04-23,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,95.0,9.0,3.0,0.0,1.0,0.0,0.0,73.0,79.0,3.0,62.0,2.0,0.0,0.0,Caglar-Soyuncu,0,0,34,0,0.0,11
6598,6598,2022-05-01,Leicester City,CB,90.0,0.0,0.0,0.0,0.0,100.0,10.0,2.0,2.0,4.0,0.0,0.0,78.0,86.0,1.0,69.0,5.0,0.0,1.0,Caglar-Soyuncu,1,3,35,1,0.0,7
6599,6599,2021-08-14,Leicester City,AM,61.0,0.0,0.0,0.0,0.0,28.0,9.0,1.0,0.0,1.0,2.0,0.0,17.0,25.0,2.0,23.0,3.0,0.0,0.0,James-Maddison,1,0,1,0,0.0,13
6600,6600,2021-08-23,Leicester City,AM,80.0,1.0,0.0,0.0,0.0,38.0,8.0,2.0,2.0,0.0,2.0,0.0,22.0,26.0,2.0,31.0,5.0,0.0,0.0,James-Maddison,1,4,2,1,0.0,6
6601,6601,2021-08-28,Leicester City,FW,85.0,2.0,0.0,0.0,0.0,37.0,12.0,1.0,0.0,0.0,1.0,1.0,22.0,30.0,6.0,28.0,7.0,0.0,2.0,James-Maddison,2,1,3,1,0.0,28
6602,6602,2021-09-11,Leicester City,AM,72.0,0.0,0.0,0.0,0.0,24.0,15.0,1.0,1.0,2.0,1.0,0.0,15.0,20.0,2.0,17.0,4.0,0.0,0.0,James-Maddison,0,1,4,0,0.0,1
6606,6606,2021-10-16,Leicester City,AM,72.0,3.0,1.0,0.0,0.0,43.0,20.0,1.0,0.0,1.0,3.0,0.0,25.0,31.0,4.0,33.0,4.0,0.0,2.0,James-Maddison,4,2,8,0,0.0,2
6607,6607,2021-10-24,Leicester City,AM,77.0,3.0,2.0,0.0,0.0,40.0,12.0,2.0,1.0,0.0,2.0,0.0,20.0,26.0,2.0,27.0,4.0,0.0,0.0,James-Maddison,2,1,9,1,0.0,29
6608,6608,2021-10-30,Leicester City,AM,69.0,2.0,1.0,0.0,0.0,41.0,5.0,0.0,1.0,1.0,7.0,0.0,19.0,31.0,4.0,31.0,2.0,1.0,3.0,James-Maddison,0,2,10,0,0.0,8
6611,6611,2021-11-28,Leicester City,AM,87.0,4.0,2.0,0.0,0.0,47.0,11.0,1.0,1.0,2.0,6.0,2.0,25.0,36.0,4.0,28.0,3.0,4.0,5.0,James-Maddison,4,2,13,0,0.0,30
6612,6612,2021-12-01,Leicester City,AM,90.0,4.0,2.0,0.0,0.0,40.0,20.0,0.0,0.0,2.0,4.0,1.0,18.0,32.0,5.0,30.0,7.0,5.0,5.0,James-Maddison,2,2,14,1,0.0,15
6613,6613,2021-12-05,Leicester City,AM,90.0,4.0,1.0,1.0,0.0,47.0,18.0,1.0,0.0,0.0,1.0,0.0,29.0,38.0,2.0,34.0,3.0,2.0,3.0,James-Maddison,1,2,15,1,0.0,11
6614,6614,2021-12-12,Leicester City,RW,87.0,2.0,1.0,0.0,0.0,43.0,12.0,0.0,0.0,0.0,4.0,4.0,25.0,32.0,5.0,28.0,3.0,1.0,2.0,James-Maddison,4,0,16,0,0.0,12
6615,6615,2021-12-26,Leicester City,AM,90.0,6.0,3.0,1.0,0.0,38.0,10.0,0.0,1.0,0.0,6.0,3.0,23.0,27.0,2.0,26.0,5.0,2.0,2.0,James-Maddison,3,6,19,1,0.0,1
6616,6616,2021-12-28,Leicester City,AM,67.0,1.0,0.0,0.0,0.0,24.0,12.0,1.0,1.0,1.0,1.0,0.0,9.0,17.0,2.0,12.0,0.0,1.0,2.0,James-Maddison,1,0,20,0,0.0,3
6617,6617,2022-01-19,Leicester City,CM,90.0,3.0,3.0,0.0,0.0,53.0,20.0,2.0,0.0,3.0,3.0,1.0,27.0,40.0,3.0,33.0,5.0,1.0,1.0,James-Maddison,2,3,17,0,0.0,7
6618,6618,2022-01-23,Leicester City,AM,90.0,4.0,1.0,0.0,0.0,50.0,17.0,1.0,0.0,0.0,7.0,0.0,29.0,40.0,6.0,33.0,3.0,1.0,1.0,James-Maddison,1,1,23,0,0.0,16
6619,6619,2022-02-10,Leicester City,AM,90.0,3.0,1.0,0.0,0.0,45.0,16.0,3.0,1.0,0.0,3.0,0.0,19.0,34.0,2.0,27.0,3.0,1.0,1.0,James-Maddison,0,2,24,1,0.0,3
6620,6620,2022-02-13,Leicester City,RW,72.0,1.0,0.0,0.0,0.0,49.0,8.0,2.0,1.0,2.0,1.0,0.0,32.0,38.0,1.0,28.0,1.0,2.0,3.0,James-Maddison,2,2,25,0,0.0,6
6623,6623,2022-03-13,Leicester City,AM,90.0,0.0,0.0,0.0,0.0,65.0,24.0,3.0,1.0,0.0,3.0,0.0,49.0,55.0,5.0,55.0,8.0,0.0,2.0,James-Maddison,0,2,29,1,0.0,8
6624,6624,2022-03-20,Leicester City,RW,90.0,3.0,2.0,0.0,0.0,57.0,17.0,1.0,0.0,1.0,7.0,1.0,42.0,46.0,3.0,44.0,5.0,2.0,3.0,James-Maddison,2,1,30,0,0.0,29
6625,6625,2022-04-02,Leicester City,RW,90.0,0.0,0.0,0.0,0.0,61.0,13.0,0.0,3.0,2.0,3.0,1.0,32.0,52.0,4.0,39.0,1.0,0.0,0.0,James-Maddison,1,1,31,1,0.0,2
6626,6626,2022-04-10,Leicester City,RW,88.0,3.0,0.0,0.0,0.0,54.0,26.0,1.0,1.0,2.0,3.0,0.0,28.0,40.0,4.0,33.0,3.0,2.0,3.0,James-Maddison,2,1,32,0,0.0,14
6628,6628,2022-04-20,Leicester City,RW,90.0,5.0,2.0,0.0,0.0,53.0,22.0,2.0,0.0,1.0,5.0,0.0,32.0,41.0,5.0,34.0,9.0,1.0,2.0,James-Maddison,1,1,18,1,0.0,10
6629,6629,2022-04-23,Leicester City,RM,90.0,2.0,1.0,1.0,0.0,57.0,16.0,3.0,0.0,2.0,3.0,0.0,21.0,44.0,2.0,37.0,7.0,1.0,1.0,James-Maddison,0,0,34,0,0.0,11
6630,6630,2022-05-11,Leicester City,RW,90.0,4.0,3.0,0.0,0.0,62.0,24.0,4.0,0.0,0.0,4.0,0.0,30.0,43.0,8.0,44.0,13.0,2.0,6.0,James-Maddison,3,0,21,0,0.0,28
6631,6631,2022-05-15,Leicester City,RM,90.0,3.0,1.0,0.0,0.0,60.0,16.0,1.0,1.0,0.0,6.0,4.0,40.0,54.0,9.0,44.0,8.0,2.0,2.0,James-Maddison,5,1,37,1,0.0,30
6632,6632,2022-05-19,Leicester City,CM,90.0,1.0,1.0,0.0,0.0,58.0,31.0,3.0,1.0,2.0,1.0,0.0,32.0,45.0,2.0,39.0,10.0,0.0,1.0,James-Maddison,1,1,27,1,0.0,4
6633,6633,2022-05-22,Leicester City,RW,81.0,1.0,1.0,0.0,0.0,41.0,20.0,2.0,1.0,0.0,5.0,1.0,22.0,34.0,0.0,33.0,6.0,2.0,2.0,James-Maddison,4,1,38,0,0.0,15
6634,6634,2021-08-14,Leicester City,LW,71.0,1.0,1.0,0.0,0.0,34.0,6.0,0.0,1.0,2.0,1.0,0.0,13.0,15.0,2.0,30.0,4.0,2.0,6.0,Harvey-Barnes,1,0,1,0,0.0,13
